"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org","exp.medicaid"
0,0,"FL","Hispanic","$40,000-$75,000","Male","30-44","college graduate","September",2013,"Kaiser",NA
0,0,"CT","White","$40,000-$75,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"SC","White","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"TN","White","$40,000-$75,000","Male","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"MD","White","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"MD","Black","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"FL","White","$40,000-$75,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
1,0,"FL","White","$40,000-$75,000","Male","65+","college graduate","September",2013,"Kaiser",NA
0,0,"GA","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
NA,0,"MA","Hispanic","less than $20,000","Female","30-44","high school graduate","September",2013,"Kaiser",NA
0,1,"MA","White",NA,"Female","65+","college graduate","September",2013,"Kaiser",NA
1,0,"OH","White","$20,000-$40,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
NA,0,"PA","White","$20,000-$40,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"OH","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"OH","White","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
NA,0,"PA","White","$40,000-$75,000","Male","30-44","college graduate","September",2013,"Kaiser",NA
1,0,"MA","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"CT","White","$40,000-$75,000","Male","45-64","some college","September",2013,"Kaiser",NA
0,1,"NJ","White",NA,"Male","65+","college graduate","September",2013,"Kaiser",NA
1,0,"DC","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"WA","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"MO","White","$75,000+","Male","45-64","some college","September",2013,"Kaiser",NA
0,0,"OK","White","less than $20,000","Male","65+","some college","September",2013,"Kaiser",NA
1,0,"MO","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
NA,1,"TX","Hispanic","$75,000+","Male","45-64","some college","September",2013,"Kaiser",NA
NA,0,"MO","White","$40,000-$75,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"NV","Hispanic","$40,000-$75,000","Female","65+","college graduate","September",2013,"Kaiser",NA
1,0,"NC","White","$75,000+","Female","65+","postgraduate","September",2013,"Kaiser",NA
NA,NA,"GA","Black",NA,"Female","65+","less than a high school education","September",2013,"Kaiser",NA
NA,NA,"MI","White","less than $20,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"NJ","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"VT","White","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"NJ","White","$75,000+","Female","30-44","some college","September",2013,"Kaiser",NA
NA,1,"OH","White","$40,000-$75,000","Male","65+","less than a high school education","September",2013,"Kaiser",NA
NA,1,"PA","Hispanic","less than $20,000","Female","45-64","some college","September",2013,"Kaiser",NA
NA,0,"MI","White","$75,000+","Male","18-29","high school graduate","September",2013,"Kaiser",NA
0,NA,"ME","White","$20,000-$40,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
0,0,"MA","White",NA,"Female","65+","postgraduate","September",2013,"Kaiser",NA
0,NA,"MA",NA,NA,"Male","65+",NA,"September",2013,"Kaiser",NA
0,NA,"GA","White","less than $20,000","Male","18-29","some college","September",2013,"Kaiser",NA
1,0,"NY","Black","$40,000-$75,000","Female","30-44","some college","September",2013,"Kaiser",NA
NA,0,"MA","Hispanic","$20,000-$40,000","Female","18-29","college graduate","September",2013,"Kaiser",NA
0,0,"FL","White","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,1,"GA","White","$40,000-$75,000","Female","65+","some college","September",2013,"Kaiser",NA
NA,0,"NY","White",NA,"Female","45-64","college graduate","September",2013,"Kaiser",NA
NA,NA,"NY",NA,NA,"Female","45-64",NA,"September",2013,"Kaiser",NA
0,0,"NJ","White","$75,000+","Male","45-64","high school graduate","September",2013,"Kaiser",NA
0,0,"OH","White","$75,000+","Male","30-44","some college","September",2013,"Kaiser",NA
NA,0,"IN","White","$20,000-$40,000","Male","65+","less than a high school education","September",2013,"Kaiser",NA
0,0,"ND","White","$75,000+","Female","30-44","college graduate","September",2013,"Kaiser",NA
0,NA,"AR","White",NA,"Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"OH","White","$75,000+","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,1,"LA","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"IN","White","$20,000-$40,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"LA","White","$40,000-$75,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,1,"TX","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"MO","Hispanic","$20,000-$40,000","Female","30-44","college graduate","September",2013,"Kaiser",NA
NA,1,"WI","White","$40,000-$75,000","Female","30-44","some college","September",2013,"Kaiser",NA
0,0,"TX","White","$75,000+","Female","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"FL","White","$75,000+","Female","65+","college graduate","September",2013,"Kaiser",NA
0,0,"FL","White","$40,000-$75,000","Male","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"IA","White","$20,000-$40,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"MN","White","$40,000-$75,000","Female","65+","college graduate","September",2013,"Kaiser",NA
0,NA,"MS","White","less than $20,000","Female","65+","some college","September",2013,"Kaiser",NA
NA,NA,"MN","White",NA,"Female","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"TX","White","$40,000-$75,000","Female","65+","some college","September",2013,"Kaiser",NA
0,1,"MS","White",NA,"Male","65+","some college","September",2013,"Kaiser",NA
0,0,"TN","White","$75,000+","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"MN","White","$75,000+","Male","45-64","high school graduate","September",2013,"Kaiser",NA
0,0,"OH","White","$40,000-$75,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
NA,0,"IL","White","$20,000-$40,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"MO","White","$20,000-$40,000","Male","65+","less than a high school education","September",2013,"Kaiser",NA
1,NA,"MA","White",NA,"Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"WY","White","$75,000+","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"WY","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,1,"UT","White","$75,000+","Female","30-44","college graduate","September",2013,"Kaiser",NA
0,0,"CT",NA,NA,"Female",NA,"postgraduate","September",2013,"Kaiser",NA
0,0,"MI","White","$40,000-$75,000","Male","18-29","college graduate","September",2013,"Kaiser",NA
NA,0,"CO","White",NA,"Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"IN","Black","$20,000-$40,000","Male","45-64","less than a high school education","September",2013,"Kaiser",NA
1,0,"VA","White",NA,"Female","65+","college graduate","September",2013,"Kaiser",NA
0,0,"FL","White","$75,000+","Male","65+","college graduate","September",2013,"Kaiser",NA
1,1,"NY","Hispanic","$40,000-$75,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
0,1,"PA","White",NA,"Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"NY","White","$75,000+","Female","30-44","some college","September",2013,"Kaiser",NA
NA,0,"NY","Other","less than $20,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
0,0,"NY","White","$20,000-$40,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"RI","Black","$75,000+","Male","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"MD","White","$40,000-$75,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"MI","White","$40,000-$75,000","Male","65+","some college","September",2013,"Kaiser",NA
NA,0,"VA","White","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"NY","White","$75,000+","Male","30-44","some college","September",2013,"Kaiser",NA
1,0,"WA","White",NA,"Female","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"CA","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"IN","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
1,0,"SC","White","less than $20,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"KY","White","$20,000-$40,000","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"MA","White",NA,"Female","65+","college graduate","September",2013,"Kaiser",NA
0,1,"SC","White","$75,000+","Male","30-44","some college","September",2013,"Kaiser",NA
NA,0,"NY","White","$20,000-$40,000","Female","65+","some college","September",2013,"Kaiser",NA
0,1,"FL","White",NA,"Female","65+","postgraduate","September",2013,"Kaiser",NA
1,0,"IN","White","$40,000-$75,000","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"PA","Black","less than $20,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"OH","White","$40,000-$75,000","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"VA","Black","$75,000+","Female",NA,"postgraduate","September",2013,"Kaiser",NA
1,1,"MI","White","$40,000-$75,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
0,1,"NY","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
0,1,"AL","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"AL","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"MO","White","$40,000-$75,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
NA,0,"TN","White","less than $20,000","Female","65+","less than a high school education","September",2013,"Kaiser",NA
1,0,"LA",NA,"less than $20,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"FL","White",NA,"Female","65+","some college","September",2013,"Kaiser",NA
1,1,"NE","White","$40,000-$75,000","Male","45-64","some college","September",2013,"Kaiser",NA
NA,0,"TX","Hispanic","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"TX","Black","less than $20,000","Male","30-44","high school graduate","September",2013,"Kaiser",NA
0,0,"LA","White","$75,000+","Male","45-64","postgraduate","September",2013,"Kaiser",NA
NA,0,"OK","White","$75,000+","Female","30-44","postgraduate","September",2013,"Kaiser",NA
1,0,"AL","White","less than $20,000","Female","65+","some college","September",2013,"Kaiser",NA
0,0,"MN","White",NA,"Female","45-64","high school graduate","September",2013,"Kaiser",NA
0,1,"CO","White","$40,000-$75,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"CA","White","$20,000-$40,000","Female","65+","some college","September",2013,"Kaiser",NA
1,0,"FL","Hispanic",NA,"Female","45-64","college graduate","September",2013,"Kaiser",NA
0,0,"FL","White","$40,000-$75,000","Male","65+","college graduate","September",2013,"Kaiser",NA
1,0,"VA","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,0,"FL","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"PA","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,1,"FL","White","$75,000+","Female","45-64","some college","September",2013,"Kaiser",NA
0,1,"PA","White",NA,"Male","45-64","high school graduate","September",2013,"Kaiser",NA
0,NA,"SC","White","less than $20,000","Female","30-44","less than a high school education","September",2013,"Kaiser",NA
0,1,"NC","White","$75,000+","Female","65+","college graduate","September",2013,"Kaiser",NA
1,NA,"PA","White",NA,"Male","65+",NA,"September",2013,"Kaiser",NA
0,NA,"NJ","Hispanic","$20,000-$40,000","Female","45-64","less than a high school education","September",2013,"Kaiser",NA
1,1,"WV","White","$20,000-$40,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"NH","White",NA,"Female","30-44","college graduate","September",2013,"Kaiser",NA
0,1,"KY","White","$40,000-$75,000","Female","65+","college graduate","September",2013,"Kaiser",NA
1,0,"CO","Black",NA,"Female","65+","some college","September",2013,"Kaiser",NA
0,1,"CO","White","$20,000-$40,000","Male","45-64","some college","September",2013,"Kaiser",NA
1,0,"CA","Hispanic",NA,"Male","30-44","high school graduate","September",2013,"Kaiser",NA
1,0,"AL","White","$20,000-$40,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
NA,0,"CA","White","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"OK","White","$40,000-$75,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"CA","White","$40,000-$75,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"MA","White",NA,"Female","65+","some college","September",2013,"Kaiser",NA
1,0,"NY","Black","$75,000+","Female","18-29","college graduate","September",2013,"Kaiser",NA
0,1,"UT","White",NA,"Female","45-64","some college","September",2013,"Kaiser",NA
1,0,"SC","Black","$20,000-$40,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,0,"KY","White","$40,000-$75,000","Female","45-64","high school graduate","September",2013,"Kaiser",NA
0,1,"CT","White","$40,000-$75,000","Female","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"CT","White","$75,000+","Male","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"IA","White","$75,000+","Male","65+","some college","September",2013,"Kaiser",NA
NA,0,"IL","White","$75,000+","Female","30-44","college graduate","September",2013,"Kaiser",NA
NA,0,"NJ","White","$40,000-$75,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"TN","Black","$40,000-$75,000","Male","65+","high school graduate","September",2013,"Kaiser",NA
1,0,"NY","White",NA,"Male","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"SC","White","less than $20,000","Female","65+","high school graduate","September",2013,"Kaiser",NA
0,1,"MA","White","$40,000-$75,000","Male","18-29","some college","September",2013,"Kaiser",NA
0,1,"TX","White","$75,000+","Male","30-44","college graduate","September",2013,"Kaiser",NA
0,0,"IN","White","$40,000-$75,000","Male","45-64","high school graduate","September",2013,"Kaiser",NA
1,0,"NY","White","$20,000-$40,000","Female","45-64","college graduate","September",2013,"Kaiser",NA
1,0,"MT","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
0,1,"VA","White","$75,000+","Female","45-64","high school graduate","September",2013,"Kaiser",NA
1,1,"LA","White","$75,000+","Male","30-44","less than a high school education","September",2013,"Kaiser",NA
NA,0,"MI","White","$75,000+","Male","65+","postgraduate","September",2013,"Kaiser",NA
0,0,"WI","White","$40,000-$75,000","Male","45-64","some college","September",2013,"Kaiser",NA
1,0,"MI","White",NA,"Male","65+","high school graduate","September",2013,"Kaiser",NA
